company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,headquarters,address,postal_code,city,country,state,continent,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,normalized_name,modified,normalized_country,city_translate
 | d57b54d902e447bb81db81bca3b16cda,mettler-toledo international,,,," | ['Healthcare', 'Medical Equipment', 'Biotechnology', 'Electronics', 'HealthCare Products', 'Capital Goods', 'Technology', 'Health Care Diagnostics']",,,,,,,united states, | ohio, | northern america,0,, | https://www.mt.com, | 585, | $29.21 b," | 17,800", | patrick kaltenbach,,"3,326 million usd | $3.33 b",$769 m | 768 million usd,"3,717 million usd | $3.72 b",,,,," | 3,155 million usd",,,,,,,,,,,,mettler-toledo international,True,united states,
,mews,,technology,,,,,,,,,the netherlands | netherlands,,,2012,,https://www.mews.com/ | https://www.mews.com,,,226 | 400,,,,,"22,386,000",,,,,,,,,,,,,,,,,mews,True,the netherlands | netherlands,
8bc58d62567c4ea3b241ca34d7ba659c | 477a233c1dcd43c684d252353f80b4ed,mfa financial,,,,"['Real Estate', 'Consumer Services', 'Property Investments'] | ['Real estate', 'Investment', 'REITs']",,,,,,,united states, | new york, | northern america,0,, | http://www.mfafinancial.com,"4504 | 6,213", | $1.16 b, | 65,,," | 9,139 million usd", | 294 million usd, | 337 million usd,, | $11.41, | 1.51%, | 159.32%," | 6,596 million usd",,,,,,,,,,,,mfa financial,True,united states,
 | ea17fc1e048a4671bf503e678c1eb8f5,mg,,,," | ['Financial Services', 'Investments', 'Asset Management']",,,,,,,united kingdom,, | northern europe,0,, | https://www.mandg.co.uk/," | 2,380", | $6.99 b," | 5,961",,,"286,210 million usd | $294.55 b",$114.2 m | 108 million usd,"$23.38 b | 19,279 million usd",,,,," | 279,290 million usd",,,,,,,,,,,,mg,True,united kingdom,
,mg project,,telecoms,,,,,,,,,italy,,,2016,,https://www.mg-project.com/ | https://www.mg-project.com,,,34,,,,,"8,036,749 | 8,208,450",,,,,,,,,,,,,,,,,mg project,True,italy,
15351fc24a3e4bf580909513acdceb19 | 3d24fbb02c8747df8007bddec9cab11e,mge energy,,,," | ['Utilities', 'Energy', 'Gas Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation']",,,,,,,united states, | wisconsin, | northern america,0,, | https://www.mgeenergy.com/,"4,945 | 3438", | $2.55 b, | 706,,," | 2,371 million usd", | 105 million usd, | 606 million usd,, | $70.71,0.23% | , | -7.93%," | 1,344 million usd",,,,,,,,,,,,mge energy,True,united states,
4e4c6efeaaf048529da8775b2a3af8b1 | a7144e3d0926407b80fc30009c20a1ca,mgic investment,,,," | ['Financial Services', 'Insurance']",,,,,,,united states, | wisconsin, | northern america,0,, | https://www.mgic.com/,"3,129 | 2719", | $4.07 b, | 724,,," | 7,325 million usd", | 634 million usd,"1,185 million usd | ",, | $13.72, | 0.73%, | -8.72%," | 2,463 million usd",,,,,,,,,,,,mgic investment,True,united states,
3176 | 1464,mgm,m g m,,,,,,,245 n beverly dr,902105319,beverly hills,united states,california(ca),,0,,https://www.info-clipper.com/en/company/united-states/mgm-holdings-inc.usd37hfmo.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,mgm,False,united states,beverly hills
1461 | 3172,mgm ii,mgm studios,,,,,,,245 n beverly dr,902105319,beverly hills,united states,california(ca),,0,,https://www.info-clipper.com/en/company/united-states/mgm-holdings-ii-inc.usd3a3dtg.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,mgm ii,False,united states,beverly hills
1987 | 3916 | 57d180ca84c740de8e66006025cdbae1,mgm resorts international,,,," | ['Consumer Cyclical', 'Resorts', 'Entertainment', 'Hotels', 'Casinos', 'Consumer Services']",,,, | 3600 las vegas blvd s, | 891094303, | las vegas,united states,nevada(nv) | nevada, | northern america,0,,https://www.info-clipper.com/en/company/united-states/mgm-resorts-international.usd2wnm6x.html | https://www.mgmresorts.com/, | 998,," | 42,000", | william hornbuckle,," | 40,899 million usd"," | 1,254 million usd"," | 9,680 million usd",,,,," | 34,828 million usd",,,,,,,,,,,headquarter | ,mgm resorts international,False | True,united states, | las vegas
bb8ff1d2376745fdb8a4e1666f66ffa6 | 0e1d1748e3c64418a497bf9f14479fb8,mgp ingredients,,,,"['Beverages', 'Alcoholic beverages'] | ['Consumer Defensive', 'Beverages', 'Consumer Non Durables', 'FMCG', 'Package Foods', 'Food Products', 'Agriculture Related']",,,,,,,united states,kansas | , | northern america,0,,https://www.mgpingredients.com/ | ,"3618 | 6,651", | $2.24 b, | 672,,," | 1,041 million usd", | 90 million usd,626 million usd | ,, | $102.22, | 2.49%, | 32.96%, | 397 million usd,,,,,,,,,,,,mgp ingredients,True,united states,
1597 | 4472,mi-gso italia,,,,,,,,piazza paolo ferrari 8,20121,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/mi-gso-italia-srl.itd7b60fx.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,mi-gso italia,False,italy,milano
 | f985737112994bf388c0ab88ba60903e | 23bf69f8055d486abbd44459780c7218,michelin,,,," | ['Tires', 'CAC 40'] | ['Consumer Cyclical', 'Automobile Parts', 'Tyres', 'Automobile']",,,,,,,france,, | western europe,0,, | https://www.michelin.com, | 833 | 680, | $22.85 b | $20.38 b," | 117,500", | florent menegaux,,"$38.16 b |  | 38,241 million usd"," | $2.18 b | 2,032 million usd"," | $28.13 b | 26,222 million usd",, | $28.58, | 0.35%, | -80.87%," | 21,739 million usd",,,,,,,,,,,,michelin,True,france,
4026 | 1160,microbial control italy,,,,,,,,via san bovio 1/3,20054,segrate,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/microbial-control-italy-srl.itd7bdkbx.html,,,,,,,,,,,,,,,,,,,,,,,,single address,microbial control italy,True,italy,segrate
,microblink,,technology,,,,,,,,,croatia,,,2013,,https://www.microblink.com | https://microblink.com/,,,61 | 44,,,,,"5,571,000 | 3.25",,,,,,,,,,,,,,,,,microblink,True,croatia,
 | 161c5a471bc449cea265c9138a0b9012 | 2399042d57564ddc99b6969d0cd5997f,microchip,,,," | ['Tech', 'Tech Hardware', 'Semiconductors'] | ['Technology', 'Semiconductors', 'Technology Hardware and Instruments', 'Electronics']",,,,,,,united states, | arizona, | northern america,0,, | https://www.microchip.com/, | 403 | 436, | $36.73 b | $42.52 b," | 19,500", | ganesh moorthy,," | $16.05 b | 16,199 million usd"," | 1,285 million usd | $963.6 m"," | 6,820 million usd | $6.44 b",, | $77.31, | -1.29%, | -8.23%," | 10,304 million usd",,,,,,,,,,,,microchip,True,united states,
 | 2aa69de3c5ce43cdb4f32d33d0266629 | 595d462fe7c04ce29cb1f6e3b1b93425,micron,,,," | ['Tech', 'Tech Hardware', 'Semiconductors'] | ['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Memory Products']",,,,,,,united states, | idaho, | northern america,0,, | https://www.micron.com/, | 251 | 142, | $59.44 b | $77.51 b," | 43,000", | sanjay mehrotra," | ['Ward Parkinson', 'Joe Parkinson', 'Doug Pitman', 'Dennis Wilson']"," | $63.7 b | 58,849 million usd"," | $9.02 b | 5,861 million usd"," | $31.17 b | 27,705 million usd",, | $54.68, | -1.46%, | -34.03%," | 14,916 million usd",,,,,,,,,,,,micron,True,united states,
 | 99fce0cdd3124131896650fe55cfac78 | a1b45476ec5041b2a59d6fade384a33e | 2074 | 4012,microsoft,,,," | ['Software', 'Tech', 'Dow jones', 'Video games'] | ['Technology', 'Software and IT', 'Laptops', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming', 'Internet or Mobile App Based Business', 'Computers Hardware', 'Tablets', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Media', 'Electronics', 'Consumer Electronics', 'Advertising']",,,, | 1 microsoft way, | 980528300, | redmond,united states, | washington | washington(wa), | northern america,0,, | https://www.info-clipper.com/en/company/united-states/microsoft-corporation.usd1ci481.html | https://www.microsoft.com/, | 3 | 2," | $1.901 t | $2,054.37 b"," | 220,000", | satya nadella," | ['Bill Gates', 'Paul Allen']"," | $340.39 b | 364,840 million usd"," | 72,738 million usd | $71.19 b"," | 198,270 million usd | $184.9 b",, | $255.02, | 0.13%, | -22.60%," | 198,300 million usd",,,,,,,,,,, | headquarter,microsoft,False | True,united states, | redmond
4349 | 1481,microsoft,,,,,,,,viale pasubio 21,20154,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/microsoft-srl.itd748u8i.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,microsoft,True,italy,milano
c88594d073aa46b585b24d757ad60d4e | 332853f25d7745449ff39e76c0145a17,microstrategy,,,,"['Software', 'Bitcoin', 'Tech'] | ['Technology', 'Software and IT', 'Software Products', 'Analytics']",,,,,,,united states, | virginia, | northern america,0,, | https://www.microstrategy.com/us,"3310 | 3,067", | $2.76 b," | 2,121",,," | 3,557 million usd", | -535 million usd, | 510 million usd,, | $240.03, | 8.39%, | -36.14%," | 2,578 million usd",,,,,,,,,,,,microstrategy,True,united states,
954f9fed8cd2437a86b7c188a29b465c | 10d650f24a2142d7adce002b94573b1f,microvast,,,,"['Batteries', 'Electricity'] | ['Industries', 'Electrical Products', 'Batteries']",,,,,,,united states,, | northern america,0,, | https://microvast.com/,"7,178 | 5412", | $0.51 b,,,, | 995 million usd, | -234 million usd, | 151 million usd,, | $1.65, | 1.23%, | -70.05%, | 308 million usd,,,,,,,,,,,,microvast,True,united states,
 | 43f02c35f6ac42e39c7569f64416f5ed | ea0afd65881c4319a2c80e14ab8ad525,mid-america apartment communities,,,," | ['Real Estate', 'Consumer Services', 'Property Investments'] | ['Real estate', 'REITs', 'Investment']",,,,,,,united states, | tennessee, | northern america,0,, | https://www.maac.com/, | 860 | 843,$23.88 b |  | $19.49 b," | 2,429", | h eric bolton jr,," | $11.29 b | 11,285 million usd", | $533.2 m | 533 million usd,"1,778 million usd |  | $1.78 b",, | $164.26, | 0.02%, | -21.01%," | 5,289 million usd",,,,,,,,,,,,mid-america apartment communities,True,united states,
1838 | 4654,midasplayer.com,king,,,,,,,ampersand building 178 wardour street,w1f 8fy,london,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/midasplayercom-ltd.gbdc469n2.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,midasplayer.com,False,united kingdom,london
0dd594b7a7ad4abf9f8deb5438300927 | 1e78c73ace3e45deaae0199afcf35fca,middlesex water,,,,"['Utility companies'] | ['Utilities', 'Water Utilities']",,,,,,,united states, | new jersey, | northern america,0,, | https://www.middlesexwater.com/,"6,371 | 4242", | $1.42 b, | 352,,," | 1,020 million usd", | 36 million usd, | 143 million usd,, | $80.64, | 1.03%, | -17.61%, | 650 million usd,,,,,,,,,,,,middlesex water,True,united states,
 | 5b9853d1adcc4963935b9b7b34936640 | 35ab2933821248c3aa517478c07ebb7d,midea,,,," | ['Technology', 'Electrical Products', 'Refrigerators', 'Electronics', 'Home Furnishing'] | ['Home & Kitchen Appliances', 'Manufacturing']",,,,,,,china, | beijing, | eastern asia,0,, | http://www.midea.com/global/, | 342 | 191, | $60.55 b | $47.88 b," | 149,239", | paul fang, | he xiangjian," | $58.24 b | 56,455 million usd"," | 4,158 million usd | $4.4 b"," | 49,966 million usd | $50.6 b",, | $6.84, | -0.56%, | -35.71%," | 36,835 million usd",,,,,,,,,,,,midea,True,china,
 | 51e69ebd01544c83b7b7811c28588c42,midea real estate,,,," | ['Real Estate', 'Construction']",,,,,,,china,,eastern asia | ,0,, | https://www.mideadc.com/," | 6,346", | $2.39 b,,,,"41,986 million usd | $45.27 b",$580 m | 545 million usd,"10,725 million usd | $11.54 b",,,,," | 35,029 million usd",,,,,,,,,,,,midea real estate,True,china,
,midstream lighting,,technology,,,,,,,,,united kingdom,,,2012,,https://www.midstreamlighting.com/ | http://www.midstreamlighting.com/,,,8 | 12,,,,,"5.70 | 8,204,844",,,,,,,,,,,,,,,,,midstream lighting,True,united kingdom,
2155 | 4099,miltope,vt miltope,,,,,,,3800 richardson rd,360434017,hope hull,united states,alabama(al),,0,,https://www.info-clipper.com/en/company/united-states/miltope-corporation.usd1a5a6i.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,miltope,False,united states,hope hull
